This file contains the downward spectral flux (per wavelength) at each interface. 
Spectral fluxes given in [erg s^-1 cm^-3].
bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   F_down[0]   F_down[1]   F_down[2]   F_down[3]   F_down[4]   F_down[5]   F_down[6]   F_down[7]   F_down[8]   F_down[9]   F_down[10]   F_down[11]   F_down[12]   F_down[13]   F_down[14]   F_down[15]   F_down[16]   F_down[17]   F_down[18]   F_down[19]   F_down[20]   F_down[21]   F_down[22]   F_down[23]   F_down[24]   F_down[25]   F_down[26]   F_down[27]   F_down[28]   F_down[29]   F_down[30]   F_down[31]   F_down[32]   F_down[33]   F_down[34]   F_down[35]   F_down[36]   F_down[37]   F_down[38]   F_down[39]   F_down[40]   F_down[41]   F_down[42]   F_down[43]   F_down[44]   F_down[45]   F_down[46]   F_down[47]   F_down[48]   F_down[49]   F_down[50]   F_down[51]   F_down[52]   F_down[53]   F_down[54]   F_down[55]   F_down[56]   F_down[57]   F_down[58]   F_down[59]   F_down[60]   F_down[61]   F_down[62]   F_down[63]   F_down[64]   F_down[65]   F_down[66]   F_down[67]   F_down[68]   F_down[69]   F_down[70]   F_down[71]   F_down[72]   F_down[73]   F_down[74]   F_down[75]   F_down[76]   F_down[77]   F_down[78]   F_down[79]   F_down[80]   F_down[81]   F_down[82]   F_down[83]   F_down[84]   F_down[85]   F_down[86]   F_down[87]   F_down[88]   F_down[89]   F_down[90]   F_down[91]   F_down[92]   F_down[93]   F_down[94]   F_down[95]   F_down[96]   
10      0.0621800109      0.0569873788         0.0114264286       2.08950432e-111 6.91414148e-117 1.21390317e-122 1.34036051e-128 9.36179738e-135 3.22341628e-141 5.65949816e-148 5.38453088e-155 3.03055120e-162 7.78822377e-170 8.47108314e-178 5.23772618e-186 1.33632210e-194 1.12339846e-203 6.49135097e-213 1.11495745e-222 3.94874509e-233 1.79708394e-243 1.69877331e-254 2.64559981e-266 8.74433061e-278 1.75990203e-289 2.78144281e-300 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
11      0.0746476041      0.0684138075         0.0137175197       5.96805235e-90  1.60752925e-94  2.58639721e-99  2.79780339e-104 2.04238093e-109 8.37380178e-115 1.95386083e-120 2.74235120e-126 2.46764459e-132 1.14870019e-138 2.69006547e-145 3.73045931e-152 2.54046653e-159 7.20311201e-167 1.36505995e-174 9.86692010e-183 2.01813218e-191 4.51670254e-200 2.85799778e-209 4.25672837e-219 1.00399015e-228 1.95754630e-238 1.90472143e-247 1.83957416e-255 1.60810370e-263 7.88698723e-271 2.18618878e-277 1.01373177e-283 8.36160765e-289 9.80540369e-294 5.94999297e-298 1.32680152e-301 1.98745782e-304 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  
12      0.0896150502      0.0821313271         0.0164679929       3.94852102e-72  6.10621185e-76  6.20538724e-80  4.49506930e-84  2.32451368e-88  7.50451329e-93  1.51584162e-97  2.00415383e-102 1.81322495e-107 9.47023781e-113 2.84233190e-118 5.32567154e-124 5.59842621e-130 2.93174244e-136 1.02776671e-142 1.66875209e-149 9.89443229e-157 5.72556696e-164 1.20149794e-171 7.93242145e-180 6.63714495e-188 5.75760913e-196 1.73245304e-203 3.16092427e-210 6.06013461e-217 3.79771293e-223 1.28885461e-228 8.23046803e-234 4.36670889e-238 3.47139045e-242 7.20381055e-246 9.41718267e-249 3.98000450e-251 2.10437743e-253 1.25184281e-254 3.72566073e-256 4.53355434e-258 1.80625103e-258 4.92457899e-259 1.54474607e-260 9.63188505e-261 5.93262614e-261 3.59706038e-261 2.13658834e-261 1.23471391e-261 6.86661044e-262 3.62232243e-262 1.76625880e-262 7.62679778e-263 2.79240274e-263 9.76056487e-264 7.77487354e-264 6.20635929e-264 4.96310201e-264 3.97471498e-264 3.18678276e-264 2.55736573e-264 2.05384326e-264 1.65065398e-264 1.32726863e-264 1.06766211e-264 8.59106862e-265 6.91408258e-265 5.56555602e-265 4.48059058e-265 3.60773835e-265 2.90506760e-265 2.33917825e-265 1.88361601e-265 1.51671655e-265 1.22104466e-265 9.82905591e-266 7.91119564e-266 6.36557984e-266 5.12085306e-266 4.11771373e-266 3.30936410e-266 2.65795624e-266 2.13301039e-266 1.71001528e-266 1.36931053e-266 1.09477800e-266 8.73532175e-267 6.95247162e-267 5.51578093e-267 4.35799834e-267 3.42508145e-267 2.67323263e-267 2.06740535e-267 1.57917419e-267 1.18574364e-267 8.68705099e-268 6.13212274e-268 4.07343570e-268 2.41430409e-268 1.07739400e-268 0.00000000e+00  
13      0.10758359        0.09859932           0.0197699582       2.44790863e-57  1.62445315e-60  7.65063875e-64  2.70238725e-67  7.15708731e-71  1.28921378e-74  1.57430703e-78  1.34875425e-82  8.35266925e-87  3.27971377e-91  8.20633009e-96  1.35700462e-100 1.39610256e-105 8.20912719e-111 3.30000130e-116 7.14255113e-122 6.91883049e-128 6.06275442e-134 2.35163280e-140 3.62468139e-147 6.02682372e-154 1.21352067e-160 6.36299619e-167 1.35906273e-172 3.39416249e-178 1.90720251e-183 5.07343191e-188 2.74478165e-192 6.89326678e-196 2.68555222e-199 1.82890826e-202 8.85594068e-205 8.87127562e-207 1.12487887e-208 7.61951022e-210 4.92142294e-211 1.45642308e-212 5.87374127e-213 1.66989985e-213 1.24347353e-214 7.77821408e-215 4.81169416e-215 2.93499685e-215 1.75833456e-215 1.02908874e-215 5.83708158e-216 3.18118541e-216 1.64465139e-216 7.98226991e-217 3.75104910e-217 1.99679034e-217 1.59066838e-217 1.26983396e-217 1.01550643e-217 8.13300896e-218 6.52094717e-218 5.23313224e-218 4.20285912e-218 3.37785029e-218 2.71611824e-218 2.18488282e-218 1.75810600e-218 1.41493175e-218 1.13896910e-218 9.16939479e-219 7.38315426e-219 5.94517077e-219 4.78710038e-219 3.85480405e-219 3.10395136e-219 2.49886452e-219 2.01151590e-219 1.61902693e-219 1.30271756e-219 1.04798413e-219 8.42691585e-220 6.77262770e-220 5.43952100e-220 4.36521889e-220 3.49955907e-220 2.80230425e-220 2.24047138e-220 1.78769013e-220 1.42282852e-220 1.12880869e-220 8.91867622e-221 7.00945481e-221 5.47079059e-221 4.23096052e-221 3.23179179e-221 2.42663324e-221 1.77781148e-221 1.25494351e-221 8.33631664e-222 4.94089138e-222 2.20489488e-222 0.00000000e+00  
14      0.129154967       0.118369278          0.0237339941       4.55576100e-45  1.01770689e-47  1.71698352e-50  2.27023577e-53  2.34891983e-56  1.77187210e-59  9.68954938e-63  3.93785354e-66  1.21251603e-69  2.56138929e-73  3.74017526e-77  3.81649930e-81  2.62915811e-85  1.15075961e-89  3.55546320e-94  6.64851411e-99  6.53537053e-104 5.55224943e-109 2.44715860e-114 5.16305207e-120 1.05350566e-125 2.86218823e-131 1.62189774e-136 2.72932108e-141 5.75075726e-146 2.14838067e-150 3.12093646e-154 9.48528562e-158 8.75343421e-161 1.27303662e-163 2.64428676e-166 3.36495861e-168 6.93525948e-170 1.82179466e-171 1.51167649e-172 1.71844947e-173 1.04841057e-174 4.32499571e-175 1.32191828e-175 1.91812964e-176 1.20717717e-176 7.52906251e-177 4.64408968e-177 2.82598822e-177 1.69143799e-177 9.91956805e-178 5.69164088e-178 3.19595950e-178 1.77629434e-178 1.02320946e-178 6.66256067e-179 5.30817432e-179 4.23798327e-179 3.38948209e-179 2.71476999e-179 2.17679752e-179 1.74698851e-179 1.40310529e-179 1.12771478e-179 9.06814303e-180 7.29468709e-180 5.86989822e-180 4.72418659e-180 3.80284236e-180 3.06154785e-180 2.46516094e-180 1.98504336e-180 1.59838140e-180 1.28709796e-180 1.03639493e-180 8.34361829e-181 6.71639422e-181 5.40589166e-181 4.34974930e-181 3.49920066e-181 2.81373392e-181 2.26137119e-181 1.81625015e-181 1.45754333e-181 1.16850166e-181 9.35688495e-182 7.48092679e-182 5.96909166e-182 4.75081989e-182 3.76908863e-182 2.97794315e-182 2.34045473e-182 1.82669523e-182 1.41271637e-182 1.07909425e-182 8.10252066e-183 5.93610688e-183 4.19025237e-183 2.78349347e-183 1.64976206e-183 7.36213697e-184 0.00000000e+00  
15      0.155051578       0.142103272          0.0284928511       6.71414649e-35  4.12389527e-37  2.01180757e-39  7.98824628e-42  2.57569246e-44  6.40636214e-47  1.22130402e-49  1.81553457e-52  2.12973350e-55  1.83015481e-58  1.15992677e-61  5.40950876e-65  1.81860012e-68  4.21812764e-72  7.16498547e-76  8.07122060e-80  5.42466543e-84  3.07936673e-88  1.02857520e-92  1.90556869e-97  3.18992060e-102 7.45278976e-107 3.06595604e-111 2.92572919e-115 3.62348099e-119 6.89277939e-123 4.10019262e-126 4.99821643e-129 1.37531585e-131 5.94509362e-134 3.35833870e-136 8.90625659e-138 3.36067882e-139 1.61891954e-140 1.74001393e-141 2.95373301e-142 3.21825495e-143 1.37605747e-143 4.65974272e-144 1.10600824e-144 7.03039508e-145 4.44267353e-145 2.78861999e-145 1.73741539e-145 1.07407119e-145 6.58923147e-146 4.02698578e-146 2.46884441e-146 1.54203887e-146 1.01250795e-146 7.24721243e-147 5.77526777e-147 4.61175384e-147 3.68897550e-147 2.95500780e-147 2.36966680e-147 1.90193267e-147 1.52765235e-147 1.22788160e-147 9.87402095e-148 7.94323515e-148 6.39194848e-148 5.14446292e-148 4.14123207e-148 3.33402706e-148 2.68459261e-148 2.16175804e-148 1.74068943e-148 1.40169940e-148 1.12867891e-148 9.08660908e-149 7.31451087e-149 5.88731669e-149 4.73713182e-149 3.81083725e-149 3.06432602e-149 2.46277242e-149 1.97801097e-149 1.58735938e-149 1.27257699e-149 1.01902778e-149 8.14723303e-150 6.50074277e-150 5.17396278e-150 4.10479133e-150 3.24318062e-150 2.54891280e-150 1.98939412e-150 1.53854326e-150 1.17520630e-150 8.82419062e-151 6.46482013e-151 4.56346700e-151 3.03141183e-151 1.79670197e-151 8.01786292e-152 0.00000000e+00  
16      0.186140669       0.170596123          0.0342058974       1.75810626e-26  2.50810111e-28  2.96067289e-30  2.93814808e-32  2.44461572e-34  1.64278760e-36  8.86035664e-39  3.87964690e-41  1.38860597e-43  3.84369684e-46  8.26789063e-49  1.37035886e-51  1.72696454e-54  1.60228181e-57  1.13014539e-60  5.68188059e-64  1.88261748e-67  5.23075884e-71  9.44958621e-75  1.06327750e-78  1.04156635e-82  1.44180945e-86  3.09181159e-90  1.27125829e-93  6.85621568e-97  5.21372584e-100 1.00795314e-102 3.77066083e-105 2.60250669e-107 2.76625003e-109 3.71793275e-111 1.75949440e-112 1.10403556e-113 8.81061987e-115 1.25529262e-115 2.84773784e-116 4.89973012e-117 2.20074493e-117 8.41531233e-118 2.83027042e-118 1.82482716e-118 1.17431895e-118 7.54538619e-119 4.84477764e-119 3.11350341e-119 2.00750484e-119 1.30590765e-119 8.63206355e-120 5.86085112e-120 4.15395175e-120 3.11489082e-120 2.48308283e-120 1.98338171e-120 1.58688418e-120 1.27138938e-120 1.01970209e-120 8.18531500e-121 6.57519954e-121 5.28537264e-121 4.25051048e-121 3.41953660e-121 2.75182723e-121 2.21484592e-121 1.78297608e-121 1.43547418e-121 1.15587875e-121 9.30779867e-122 7.49491858e-122 6.03537354e-122 4.85984549e-122 3.91252711e-122 3.14951271e-122 2.53499385e-122 2.03974919e-122 1.64090022e-122 1.31946333e-122 1.06044310e-122 8.51711870e-123 6.83502976e-123 5.47962256e-123 4.38785837e-123 3.50813838e-123 2.79917183e-123 2.22787017e-123 1.76749284e-123 1.39648963e-123 1.09754303e-123 8.56618418e-124 6.62485366e-124 5.06035156e-124 3.79963132e-124 2.78370381e-124 1.96499519e-124 1.30530355e-124 7.73646603e-125 3.45243257e-125 0.00000000e+00  
17      0.223463373       0.204802021          0.0410644554       1.60369399e-19  4.61666037e-21  1.13704440e-22  2.42010534e-24  4.43870777e-26  6.82667503e-28  8.75333699e-30  9.42546986e-32  8.55280187e-34  6.27610916e-36  3.73439982e-38  1.78229140e-40  6.75720957e-43  1.98637767e-45  4.59941988e-48  8.04040221e-51  1.00171415e-53  1.04984832e-56  7.74419983e-60  3.89789864e-63  1.68143900e-66  1.01425657e-69  8.60529747e-73  1.21041437e-75  2.21744096e-78  5.42938333e-81  2.82303447e-83  2.62943147e-85  3.94233537e-87  8.81206835e-89  2.46816850e-90  1.87004386e-91  1.80198404e-92  2.18861738e-93  4.10768109e-94  1.16351946e-94  2.85326456e-95  1.36050421e-95  5.89414346e-96  2.52218555e-96  1.65574986e-96  1.08947295e-96  7.19399972e-97  4.77527169e-97  3.19373078e-97  2.15808237e-97  1.48018835e-97  1.03523645e-97  7.42451269e-98  5.49981131e-98  4.22670233e-98  3.37094646e-98  2.69359822e-98  2.15579580e-98  1.72763140e-98  1.38591368e-98  1.11268545e-98  8.93935711e-99  7.18654916e-99  5.77994932e-99  4.65030382e-99  3.74248358e-99  3.01233686e-99  2.42506043e-99  1.95247967e-99  1.57222185e-99  1.26606712e-99  1.01949357e-99  8.20968890e-100 6.61072072e-100 5.32216624e-100 4.28428089e-100 3.44836670e-100 2.77469813e-100 2.23214184e-100 1.79488961e-100 1.44254307e-100 1.15860491e-100 9.29789492e-101 7.45412761e-101 5.96896153e-101 4.77224679e-101 3.80781410e-101 3.03065190e-101 2.40438406e-101 1.89969506e-101 1.49302725e-101 1.16528884e-101 9.01202665e-102 6.88377819e-102 5.16877511e-102 3.78677239e-102 2.67305362e-102 1.77565135e-102 1.05241929e-102 4.69646817e-103 0.00000000e+00  
18      0.26826958        0.245866476          0.0492982096       8.92961733e-14  4.61357860e-15  2.09574785e-16  8.42182251e-18  2.98550721e-19  9.15167623e-21  2.41333360e-22  5.49845834e-24  1.08376268e-25  1.79208752e-27  2.48818667e-29  2.86808101e-31  2.72312334e-33  2.09023446e-35  1.30526735e-37  6.44500623e-40  2.41240877e-42  7.66813257e-45  1.82724773e-47  3.19241285e-50  4.77293957e-53  9.74107993e-56  2.59957931e-58  1.02968797e-60  5.21707984e-63  3.40500598e-65  4.06691088e-67  8.01143117e-69  2.31277264e-70  9.56617374e-72  4.94658112e-73  5.53768108e-74  7.66915573e-75  1.32057740e-75  3.18711183e-76  1.08101461e-76  3.47878647e-77  1.77087426e-77  8.61055577e-78  4.34875131e-78  2.91444943e-78  1.96514619e-78  1.33517142e-78  9.15711758e-79  6.35229680e-79  4.46586756e-79  3.19096709e-79  2.32218138e-79  1.72504242e-79  1.31188010e-79  1.02243510e-79  8.15906062e-80  6.52273683e-80  5.22246487e-80  4.18656054e-80  3.35935552e-80  2.69764799e-80  2.16767856e-80  1.74288414e-80  1.40190958e-80  1.12801883e-80  9.07874585e-81  7.30796014e-81  5.88351074e-81  4.73716124e-81  3.81468364e-81  3.07193282e-81  2.47371281e-81  1.99203846e-81  1.60407472e-81  1.29142784e-81  1.03959463e-81  8.36762079e-82  6.73298036e-82  5.41644329e-82  4.35543123e-82  3.50044661e-82  2.81145798e-82  2.25622716e-82  1.80882879e-82  1.44843636e-82  1.15803992e-82  9.24009370e-83  7.35422130e-83  5.83451120e-83  4.60982597e-83  3.62300032e-83  2.82770580e-83  2.18687070e-83  1.67042702e-83  1.25426203e-83  9.18903360e-84  6.48646842e-84  4.30881983e-84  2.55381503e-84  1.13965138e-84  0.00000000e+00  
19      0.322059792       0.295164686          0.0591828978       4.84340993e-09  4.07310411e-10  3.07972446e-11  2.10116047e-12  1.29007870e-13  7.02408671e-15  3.37627360e-16  1.43600955e-17  5.40403937e-19  1.75848219e-20  4.94487812e-22  1.18868356e-23  2.42567859e-25  4.14023247e-27  5.91603141e-29  6.93972806e-31  6.48052473e-33  5.20488445e-35  3.29585873e-37  1.61961494e-39  6.86075473e-42  3.84647677e-44  2.66784502e-46  2.52466583e-48  2.98463563e-50  4.41751385e-52  1.06154498e-53  3.88809418e-55  1.95188634e-56  1.34616356e-57  1.15587710e-58  1.79655851e-59  3.38192802e-60  7.77928731e-61  2.33866318e-61  9.22843867e-62  3.65360527e-62  1.98630676e-62  1.06669903e-62  6.04658529e-63  4.14176059e-63  2.86247724e-63  1.99873833e-63  1.41190658e-63  1.01025185e-63  7.32862599e-64  5.39701453e-64  4.03675932e-64  3.06810568e-64  2.37175840e-64  1.86446960e-64  1.48887466e-64  1.19094739e-64  9.53978094e-65  7.65036623e-65  6.14063924e-65  4.93232544e-65  3.96414767e-65  3.18781417e-65  2.56448628e-65  2.06367981e-65  1.66107003e-65  1.33717854e-65  1.07660080e-65  8.66875896e-66  6.98091772e-66  5.62182995e-66  4.52716903e-66  3.64571255e-66  2.93572155e-66  2.36356377e-66  1.90268247e-66  1.53146525e-66  1.23229893e-66  9.91342820e-67  7.97153575e-67  6.40672019e-67  5.14571491e-67  4.12951670e-67  3.31067631e-67  2.65105464e-67  2.11954574e-67  1.69120259e-67  1.34603377e-67  1.06788316e-67  8.43730582e-68  6.63113139e-68  5.17551396e-68  4.00260161e-68  3.05736132e-68  2.29565983e-68  1.68185713e-68  1.18721006e-68  7.88637811e-69  4.67421516e-69  2.08588942e-69  0.00000000e+00  
20      0.386635375       0.354347584          0.0710495457       3.77727292e-05  4.76612722e-06  5.50739419e-07  5.83901668e-08  5.66619853e-09  4.97807400e-10  3.94443045e-11  2.82149595e-12  1.82038696e-13  1.04115428e-14  5.27017238e-16  2.33756473e-17  9.02594032e-19  2.99757427e-20  8.54472962e-22  2.06172517e-23  4.11763248e-25  7.17270204e-27  1.02569432e-28  1.19076632e-30  1.20653556e-32  1.56511416e-34  2.40722818e-36  4.73698777e-38  1.13511180e-39  3.32416408e-41  1.43719478e-42  8.82649150e-44  7.06788612e-45  7.46488160e-46  9.72609331e-47  1.99604572e-47  4.87053831e-48  1.42344700e-48  5.15650059e-49  2.31326255e-49  1.07244220e-49  6.20317190e-50  3.61541647e-50  2.22485585e-50  1.55727702e-50  1.10170274e-50  7.88438035e-51  5.71181610e-51  4.19060356e-51  3.11385065e-51  2.34402564e-51  1.78690838e-51  1.37904347e-51  1.07750629e-51  8.51867200e-52  6.80777220e-52  5.44891430e-52  4.36693570e-52  3.50347729e-52  2.81304722e-52  2.26013856e-52  1.81689830e-52  1.46133685e-52  1.17576149e-52  9.46261843e-53  7.61722321e-53  6.13242701e-53  4.93770449e-53  3.97603304e-53  3.20200735e-53  2.57869929e-53  2.07664510e-53  1.67234543e-53  1.34668040e-53  1.08423794e-53  8.72829087e-54  7.02543457e-54  5.65309183e-54  4.54773204e-54  3.65691014e-54  2.93906813e-54  2.36059576e-54  1.89442596e-54  1.51879189e-54  1.21618663e-54  9.72353857e-55  7.75848964e-55  6.17500770e-55  4.89897572e-55  3.87066281e-55  3.04206985e-55  2.37429694e-55  1.83621662e-55  1.40258217e-55  1.05314722e-55  7.71561678e-56  5.44639477e-56  3.61792153e-56  2.14432322e-56  9.56913827e-57  0.00000000e+00  
21      0.464158883       0.425397129          0.0852955522       5.85790517e-02  1.03633605e-02  1.70457417e-03  2.60882522e-04  3.70717749e-05  4.85145175e-06  5.82798065e-07  6.42736394e-08  6.49892230e-09  5.94605240e-10  4.91125986e-11  3.62935560e-12  2.38465046e-13  1.37908757e-14  6.99441814e-16  3.07922154e-17  1.15762686e-18  3.84961104e-20  1.08560943e-21  2.57646538e-23  5.41764066e-25  1.41132263e-26  4.21829502e-28  1.53529358e-29  6.63625763e-31  3.43030455e-32  2.42822655e-33  2.29864649e-34  2.72840245e-35  4.11453115e-36  7.54544598e-37  1.96101001e-37  5.95391332e-38  2.11903656e-38  8.96481312e-39  4.48078490e-39  2.34342940e-39  1.43302610e-39  8.92002445e-40  5.82796737e-40  4.16318251e-40  3.00799012e-40  2.19889803e-40  1.62648360e-40  1.21712637e-40  9.20971794e-41  7.04458882e-41  5.44284293e-41  4.24502903e-41  3.34115553e-41  2.65202459e-41  2.12108831e-41  1.69882409e-41  1.36222088e-41  1.09334619e-41  8.78191034e-42  7.05785582e-42  5.67506039e-42  4.56531138e-42  3.67370031e-42  2.95697974e-42  2.38053896e-42  1.91666781e-42  1.54336355e-42  1.24284464e-42  1.00093691e-42  8.06118492e-43  6.49192693e-43  5.22812175e-43  4.21008281e-43  3.38967959e-43  2.72878384e-43  2.19642518e-43  1.76739395e-43  1.42181559e-43  1.14331010e-43  9.18884838e-44  7.38031931e-44  5.92289164e-44  4.74851381e-44  3.80241629e-44  3.04007135e-44  2.42569739e-44  1.93062061e-44  1.53166830e-44  1.21016552e-44  9.51105334e-45  7.42325652e-45  5.74094452e-45  4.38518329e-45  3.29267237e-45  2.41229316e-45  1.70281926e-45  1.13114578e-45  6.70424202e-46  2.99179799e-46  0.00000000e+00  
22      0.55722648        0.510692681          0.102397998        2.36583417e+01  5.54673819e+00  1.22417915e+00  2.54377824e-01  4.96718153e-02  9.05894984e-03  1.53884165e-03  2.43381382e-04  3.57847287e-05  4.84220839e-06  6.01387366e-07  6.80057676e-08  6.96003695e-09  6.39133152e-10  5.24287795e-11  3.81161385e-12  2.42658894e-13  1.38485789e-14  6.88029350e-16  2.96086073e-17  1.14712427e-18  5.33855891e-20  2.77822004e-21  1.69445442e-22  1.19921395e-23  9.94787399e-25  1.06486626e-25  1.44950325e-26  2.39641393e-27  4.86829043e-28  1.18111229e-28  3.75116625e-29  1.36759084e-29  5.71826369e-30  2.74732382e-30  1.50253521e-30  8.61941822e-31  5.53139961e-31  3.62767649e-31  2.47844940e-31  1.80350021e-31  1.32726841e-31  9.87727175e-32  7.43008319e-32  5.64655521e-32  4.33174628e-32  3.35263083e-32  2.61552740e-32  2.05529120e-32  1.62611154e-32  1.29451129e-32  1.03618971e-32  8.30455938e-33  6.66269853e-33  5.34994751e-33  4.29868430e-33  3.45577875e-33  2.77937037e-33  2.23628427e-33  1.79980357e-33  1.44884702e-33  1.16651755e-33  9.39288182e-34  7.56395718e-34  6.09146131e-34  4.90601592e-34  3.95125441e-34  3.18216685e-34  2.56273332e-34  2.06373906e-34  1.66161642e-34  1.33766438e-34  1.07670754e-34  8.66400752e-35  6.96995246e-35  5.60469439e-35  4.50454230e-35  3.61798566e-35  2.90354198e-35  2.32785179e-35  1.86404882e-35  1.49032641e-35  1.18914343e-35  9.46443208e-36  7.50865833e-36  5.93256349e-36  4.66257936e-36  3.63908406e-36  2.81436855e-36  2.14973719e-36  1.61415836e-36  1.18257231e-36  8.34768731e-37  5.54518703e-37  3.28660342e-37  1.46666148e-37  0.00000000e+00  
23      0.668954879       0.613090679          0.122929621        3.11256706e+03  9.22943217e+02  2.60265766e+02  6.97834729e+01  1.77607988e+01  4.27106757e+00  9.68233680e-01  2.06776925e-01  4.15359944e-02  7.78676705e-03  1.35849357e-03  2.18995439e-04  3.24338439e-05  4.37985863e-06  5.36739094e-07  5.93112985e-08  5.85721695e-09  5.24931221e-10  4.18336255e-11  2.95557240e-12  1.90983543e-13  1.44132798e-14  1.19185484e-15  1.12106952e-16  1.19848668e-17  1.47399619e-18  2.23163209e-19  4.12248117e-20  9.00504401e-21  2.34698089e-21  7.16024228e-22  2.69407321e-22  1.14338841e-22  5.44896523e-23  2.90228545e-23  1.70941393e-23  1.05312876e-23  7.04024214e-24  4.81189011e-24  3.40118954e-24  2.51570726e-24  1.88073464e-24  1.42040026e-24  1.08300089e-24  8.33002540e-25  6.45758760e-25  5.04210523e-25  3.96170508e-25  3.13027720e-25  2.48614820e-25  1.98363015e-25  1.58905431e-25  1.27437454e-25  1.02296181e-25  8.21756629e-26  6.60510861e-26  5.31145585e-26  4.27281489e-26  3.43853237e-26  2.76779678e-26  2.22834762e-26  1.79428862e-26  1.44489033e-26  1.16362510e-26  9.37149010e-27  7.54802289e-27  6.07928789e-27  4.89613627e-27  3.94313932e-27  3.17540939e-27  2.55672176e-27  2.05828536e-27  1.65675919e-27  1.33316670e-27  1.07249804e-27  8.62422225e-28  6.93138960e-28  5.56722184e-28  4.46788876e-28  3.58205928e-28  2.86836705e-28  2.29328928e-28  1.82983396e-28  1.45637093e-28  1.15541975e-28  9.12892919e-29  7.17469891e-29  5.59976152e-29  4.33070312e-29  3.30797953e-29  2.48383981e-29  1.81972243e-29  1.28452812e-29  8.53284079e-30  5.05737022e-30  2.25687408e-30  0.00000000e+00  
